-59.3476 134.456
-73.4267 150.696
-64.8302 146.187
-60.5367 154.842
-58.9046 136.929
-64.1974 148.657
-63.3549 142.149
-75.7679 149.783
-54.2312 136.99
-66.1684 135.873
-103.184 161.935
-84.623 136.842
-85.1995 141.111
-89.5612 129.572
-65.5251 138.408
-84.2492 120.093
-65.7403 157.297
-88.083 137.282
-67.7406 141.735
-51.1272 152.442
-66.3866 129.532
-64.4775 121.479
-84.2169 121.257
-66.1144 136.784
-70.9444 135.083
-82.9036 130.912
-89.5782 135.229
-58.1196 131.393
-62.5424 143.726
-76.0533 138.076
-60.8975 148.641
-73.9541 143.607
-65.4542 148.997
-63.6053 136.845
-74.6534 127.302
-91.0865 141.216
-89.0793 139.639
-69.1433 130.006
-132.26 148.531
-99.7149 152.537
-94.3046 149.113
-63.3947 154.356
-58.8753 146.571
-69.8848 128.836
-104.462 134.879
-78.1119 128.55
-64.7274 122.894
-62.696 127.252
-68.3719 133.514
-68.3312 130.524
-57.0519 131.558
-60.9152 114.144
-57.4082 123.627
-61.0565 120.18
-72.358 111.667
-59.5987 132.461
-64.3591 116.544
-82.0606 121.153
-48.4503 121.972
-62.2029 118.467
-78.5831 110.036
-85.4646 118.934
-53.9328 125.732
-53.2443 105.032
-58.2838 133.272
-39.7833 114.538
-65.1569 120.428
-60.2781 101.094
-72.4126 121.672
-60.8976 125.942
-49.0553 130.332
-40.7682 127.889
-36.2299 131.994
-32.6232 129.244
-57.3172 141.63
-53.8644 133.739
-48.5518 131.616
-46.2631 117.645
-59.9112 135.639
-65.5412 129.655
-60.3371 135.328
-60.3534 121.392
-27.1472 134.935
-45.8905 126.207
-51.7153 117.323
-59.2437 120.309
-47.6074 128.468
-45.7159 114.876
-45.8461 138.266
-46.7063 124.426
-154.764 149.039
-161.572 129.485
-60.569 116.602
-52.0417 118.786
-28.672 117.339
-35.5788 121.596
-43.3298 121.431
-40.961 119.164
-77.2686 107.908
-72.8621 110.319
-38.7895 117.583
-60.421 120.273
-64.5134 126.405
-60.4948 111.529
-65.0903 110.653
-63.9833 104.545
-63.6579 114.215
-88.4605 118.557
-74.7494 141.551
-86.9883 148.833
-79.1675 158.249
-66.9717 147.677
-60.4109 142.549
-57.2778 148.711
-76.9056 145.464
-74.7081 149.664
-74.2206 153.859
-61.8961 146.548
-30.9638 141.341
-62.0123 153.548
-63.5911 155.713
-56.9479 148.699
-62.4049 152.303
-64.112 144.807
-65.9752 148.145
-78.3892 153.686
-92.6816 141.388
-78.6108 133.858
-71.7914 126.365
-66.261 131.163
-49.6324 128.349
-52.513 132.613
-32.146 127.27
-63.1929 141.549
-92.9327 102.136
-80.2404 117.62
-77.8536 93.9419
-69.2553 108.16
-84.0829 112.471
-100.678 104.611
-78.8526 116.891
-72.776 120.747
-107.481 100.937
-74.9347 133.809
-111.85 145.446
-116.148 127.982
-106.232 133.745
-111.015 131.153
-87.0316 128.127
-92.3306 129.688
-101.894 63.0431
-97.2977 88.6718
-106.28 118.487
-140.306 123.435
-111.147 108.481
-136.364 138.463
-56.296 150.45
-77.6461 148.175
-67.9425 139.444
-51.3945 156.131
-60.7088 148.345
-60.4638 145.292
-54.7271 134.907
-59.4542 148.238
-66.8136 140.229
-41.8255 128.662
-86.1116 122.505
-65.3459 130.317
-40.5321 146.754
-56.1523 149.949
-45.4985 152.76
-68.2833 151.465
-60.4247 153.6
-56.0176 143.727
-60.0839 152.17
-93.7247 155.001
-80.6457 141.192
-79.1373 114.457
-41.0079 150.688
-56.2922 153.978
-52.8785 138.426
-59.6043 153.953
-68.2347 143.381
-71.6309 155.957
-46.7411 148.097
-63.261 144.823
-40.8215 158.247
-51.9285 150.522
-56.4933 146.185
-48.0857 149.997
-51.8034 150.774
-56.3963 147.263
-56.9613 143.112
-57.9422 151.781
-59.3988 152.006
-40.7203 148.488
-86.5727 110.952
-60.7938 118.219
-86.6761 135.371
-58.4848 129.126
-65.9153 115.416
-54.6305 121.553
-44.7406 130.496
-25.5164 134.714
-40.6332 121.717
-31.6703 134.165
-35.9521 128.814
-42.2773 129.448
-65.1872 132.396
-50.4271 137.224
-54.8164 145.445
-54.5366 138.115
-66.0788 141.541
-51.4021 141.311
-56.7507 130.488
-62.6941 126.02
-28.9744 123.223
-45.5942 150.953
-59.4299 144.628
-79.9568 161.443
-61.9989 142.19
-66.555 149.132
-71.9332 132.395
-51.1298 120.089
-92.8216 128.782
